iter	Logloss
417	0.4522391277
418	0.4521152567
419	0.4519984597
420	0.4519189062
421	0.4518276626
422	0.4517312492
423	0.4515223704
424	0.4514034843
425	0.4512608781
426	0.4511273413
427	0.4510331303
428	0.450869513
429	0.4506820446
430	0.4505839538
431	0.4505244479
432	0.4504284437
433	0.4503199966
434	0.4502313157
435	0.4501384838
436	0.4499964966
437	0.4497440137
438	0.4496093322
439	0.4495865138
440	0.4495213584
441	0.4494007039
442	0.4492690946
443	0.4492068938
444	0.4490759987
445	0.4490233106
446	0.4489189292
447	0.4487526932
448	0.448647126
449	0.4485719064
450	0.4484331005
451	0.4483243368
452	0.4482111716
453	0.4481239865
454	0.4480084619
455	0.4479290829
456	0.4478106699
457	0.4476767025
458	0.4475401016
459	0.4474046023
460	0.4471884157
461	0.447008483
462	0.4469312037
463	0.4468416627
464	0.4467032716
465	0.4465594537
466	0.4464749718
467	0.4463256145
468	0.4462883047
469	0.4461907288
470	0.4461050338
471	0.445978522
472	0.4459424353
473	0.4457339575
474	0.4456354212
475	0.445561519
476	0.4455076633
477	0.4453045872
478	0.4452142733
479	0.4451594521
480	0.4450290176
481	0.4449252051
482	0.4447891526
483	0.4447078503
484	0.4446049512
485	0.4445087204
486	0.4443094159
487	0.4441920181
488	0.4440707233
489	0.443997207
490	0.4438903417
491	0.4437965841
492	0.4437096937
493	0.4436084457
494	0.443585038
495	0.443485292
496	0.4434446095
497	0.4433654604
498	0.4432191169
499	0.4431040141
500	0.4430378905
501	0.44292943
502	0.4427607585
503	0.4426471229
504	0.4425412474
505	0.442433707
506	0.4423612371
507	0.4422587257
508	0.4420965484
509	0.4419484672
510	0.4419082532
511	0.4417397614
512	0.4416494244
513	0.4414965414
514	0.441428112
515	0.4413417336
516	0.4412989878
517	0.4411041713
518	0.4410362882
519	0.4409693646
520	0.4408607831
521	0.4408064526
522	0.440716288
523	0.4405846803
524	0.4405042365
525	0.4403777773
526	0.4402826453
527	0.4401496934
528	0.4400751575
529	0.4400063051
530	0.4399166955
531	0.4397963515
532	0.4396643384
533	0.4395510518
534	0.4394248722
535	0.4393280467
536	0.4391616587
537	0.4390350199
538	0.4389386208
539	0.4388279439
540	0.4387248442
541	0.4386183988
542	0.4385215683
543	0.4383654934
544	0.4383149479
545	0.4382449778
546	0.4381189557
547	0.4380832725
548	0.4380110489
549	0.4377809096
550	0.4376806196
551	0.4375740783
552	0.4374977028
553	0.4373625718
554	0.437330436
555	0.4372345105
556	0.4371364262
557	0.4370233218
558	0.4369144065
559	0.4368342155
560	0.4367318845
561	0.4365938166
562	0.4364891302
563	0.4364123285
564	0.4363451195
565	0.436265259
566	0.4362113327
567	0.4360537873
568	0.4359133609
569	0.4357895829
570	0.4357011408
571	0.4355786042
572	0.4355205839
573	0.4354095765
574	0.4353322668
575	0.4352977032
576	0.4352096616
577	0.4350475531
578	0.4349507125
579	0.434895668
580	0.434841543
581	0.434734907
582	0.4346938799
583	0.4346196813
584	0.4345264452
585	0.4344683144
586	0.4343736668
587	0.4343093997
588	0.4342460951
589	0.4341116006
590	0.4339818708
591	0.4339269592
592	0.4337291732
593	0.4336118811
594	0.4335222649
595	0.4334211522
596	0.4332672637
597	0.4330820924
598	0.4328930264
599	0.4327579233
600	0.4325727702
601	0.4324634011
602	0.4323867413
603	0.4323238011
604	0.4322514881
605	0.4321025453
606	0.4320692186
607	0.4319963267
608	0.4318877294
609	0.4318016485
610	0.4316815205
611	0.4315948705
612	0.4315011639
613	0.4314212272
614	0.4312806927
615	0.4311505511
616	0.4310465475
617	0.4308668597
618	0.4307312465
619	0.4306382509
620	0.4305641088
621	0.430320055
622	0.4301949853
623	0.4301107647
624	0.4300432386
625	0.4299291261
626	0.429825116
627	0.4297176615
628	0.4296115471
629	0.4295308889
630	0.429419299
631	0.4292597607
632	0.4291606789
633	0.4290752359
634	0.4288944717
635	0.4288210104
636	0.4287395591
637	0.428595652
638	0.4285453205
639	0.4285018459
640	0.4283671125
641	0.4282751304
642	0.4282162306
643	0.4280355612
644	0.4278820131
645	0.4278003395
646	0.4276655179
647	0.4275735762
648	0.4274668522
649	0.4274048332
650	0.4272778272
651	0.4272347249
652	0.4271251279
653	0.4270418595
654	0.4269713343
655	0.4268372425
656	0.4267490068
657	0.4266648332
658	0.4265614815
659	0.4264767844
660	0.4264080046
661	0.4263247199
662	0.4262466959
663	0.4261157073
664	0.426013593
665	0.4259159704
666	0.425794495
667	0.4257269688
668	0.4256439693
669	0.4255744438
670	0.425532754
671	0.4254488584
672	0.4253782302
673	0.4252773058
674	0.4251695503
675	0.4250894794
676	0.4249776288
677	0.4248772521
678	0.4247096353
679	0.4245879226
680	0.4244409442
681	0.4243757187
682	0.4242035872
683	0.4241038131
684	0.4239321488
685	0.4237856865
686	0.4236150947
687	0.4235216217
688	0.4234490412
689	0.4233625986
690	0.4232302923
691	0.4230997624
692	0.4229117947
693	0.4227748536
694	0.4226269779
695	0.4225195653
696	0.4224891203
697	0.42238676
698	0.4223317158
699	0.4222085507
700	0.4221532765
701	0.4220135579
702	0.4219436838
703	0.4218092425
704	0.4217606177
705	0.4215353382
706	0.4214033966
707	0.4213354894
708	0.4211786953
709	0.4210723353
710	0.4210068638
711	0.4209476929
712	0.4208692728
713	0.4207701723
714	0.4205887727
715	0.4205152625
716	0.420413181
717	0.4203448529
718	0.4201791151
719	0.4201285545
720	0.419995772
721	0.4199155732
722	0.4198181158
723	0.4197186919
724	0.4196022765
725	0.4194744526
726	0.4192761216
727	0.4190928976
728	0.4190172697
729	0.418952301
730	0.418845259
731	0.4187310831
732	0.4186177007
733	0.4185339627
734	0.4184729353
735	0.4183864274
736	0.4182571336
737	0.4180974037
738	0.418000954
739	0.4178481352
740	0.4177661435
741	0.4176732347
742	0.4175702484
743	0.417441656
744	0.4173084131
745	0.4172023121
746	0.4170346701
747	0.4169658101
748	0.4167982223
749	0.4167506045
750	0.4166963656
751	0.4166016683
752	0.4164168963
753	0.4162170953
754	0.4160501914
755	0.4159809434
756	0.4158619416
757	0.4156797316
758	0.4155393097
759	0.4154816219
760	0.4154158391
761	0.4153932435
762	0.4153274174
763	0.4151271311
764	0.4150496775
765	0.4149454825
766	0.4148667196
767	0.4146734389
768	0.414606805
769	0.4144966124
770	0.4143657135
771	0.4142557341
772	0.4141648413
773	0.414075097
774	0.4138520695
775	0.413791684
776	0.413656365
777	0.4136048028
778	0.413539403
779	0.413403642
780	0.4133391968
781	0.4132679837
782	0.413131489
783	0.4130417925
784	0.4129578267
785	0.4128637757
786	0.4127379836
787	0.4126494701
788	0.4125725299
789	0.4124699059
790	0.4123113514
791	0.4120454694
792	0.4119267791
793	0.4117492804
794	0.4115909537
795	0.4115207295
796	0.4114291529
797	0.4113297902
798	0.4112224473
799	0.4110943
800	0.4109058684
801	0.41074893
802	0.4106673023
803	0.4105011297
804	0.4103700063
805	0.4101913673
806	0.4100718304
807	0.4098770447
808	0.4097342979
809	0.4096061801
810	0.4094040919
811	0.4092488378
812	0.4091008767
813	0.4090779527
814	0.4089807652
815	0.4088927055
816	0.4087977703
817	0.4086845653
818	0.4085299519
819	0.4084545852
820	0.4083930015
821	0.4082688356
822	0.4081114973
823	0.4080232537
824	0.4078836389
825	0.4077969978
826	0.407774502
827	0.4077030895
828	0.4075375289
829	0.4073878365
830	0.4071577143
831	0.4070028082
832	0.406886459
833	0.4067837897
834	0.4066311381
835	0.4063879975
836	0.4062422176
837	0.4060751406
838	0.4059834052
839	0.4058268025
840	0.4056765157
841	0.4054275109
842	0.4053549782
843	0.4052559665
844	0.4050867788
845	0.4049203604
846	0.4047604318
847	0.4046780042
848	0.4045756209
849	0.4043722504
850	0.404282253
851	0.4042064112
852	0.4040954736
853	0.4039101701
854	0.4038278296
855	0.4036952538
856	0.4035208049
857	0.403378707
858	0.4032353871
859	0.403082117
860	0.4029681161
861	0.4028151476
862	0.4026949738
863	0.4026157913
864	0.4025128997
865	0.4023378957
866	0.4022201401
867	0.402103036
868	0.4019475205
869	0.4017790097
870	0.4016013869
871	0.4014950922
872	0.4012755995
873	0.4011204732
874	0.4010338665
875	0.4009668844
876	0.4008343766
877	0.4007415333
878	0.4006081276
879	0.4004788196
880	0.4003533295
881	0.4003158212
882	0.4002275272
883	0.4000994952
884	0.3999350399
885	0.3998111678
886	0.3996637466
887	0.3994782525
888	0.3994127107
889	0.3992817462
890	0.3991563368
891	0.3990219592
892	0.3989436173
893	0.3988306193
894	0.3987017188
895	0.3985294136
896	0.3984640785
897	0.3983741108
898	0.3981874291
899	0.3980605514
900	0.3979727525
901	0.3978307818
902	0.3976833359
903	0.397601877
904	0.3975548722
905	0.3974761044
906	0.3973999052
907	0.39727505
908	0.39712585
909	0.396949838
910	0.3968246824
911	0.3965959621
912	0.3964380675
913	0.3963636862
914	0.3961539696
915	0.3959850622
916	0.3958446478
917	0.3957754394
918	0.3956625806
919	0.3954768654
920	0.395306297
921	0.3951267065
922	0.395069123
923	0.3948558245
924	0.3946933653
925	0.394586433
926	0.3944433126
927	0.3942979669
928	0.3941775235
929	0.3940768395
930	0.3939715252
931	0.3937676
932	0.3937434628
933	0.3936141385
934	0.3934679714
935	0.3933542189
936	0.3932394007
937	0.3931010184
938	0.3930583921
939	0.3929062369
940	0.3928085347
941	0.3927444779
942	0.3926037623
943	0.3924146896
944	0.3922084569
945	0.3921451468
946	0.3920473333
947	0.3919372075
948	0.3918882799
949	0.3918363455
950	0.3917363581
951	0.3915981071
952	0.3914363183
953	0.3912815731
954	0.3910581331
955	0.3909627591
956	0.3908602414
957	0.3906658392
958	0.3905665582
959	0.3904499451
960	0.3902796498
961	0.3899990204
962	0.3899174737
963	0.3898696636
964	0.389671918
965	0.3895776201
966	0.389453982
967	0.3892449882
968	0.3892181439
969	0.3890192109
970	0.3889636354
971	0.3888417642
972	0.3886840987
973	0.3885930395
974	0.388476484
975	0.3883365774
976	0.3882292051
977	0.3880960012
978	0.3878424618
979	0.3876623312
980	0.3874859877
981	0.3873922528
982	0.3872950218
983	0.38707121
984	0.3869692882
985	0.3868229328
986	0.3867286968
987	0.386608389
988	0.3864291019
989	0.3862769237
990	0.3861217327
991	0.3859696239
992	0.3858325207
993	0.3856867473
994	0.3855020476
995	0.3852992152
996	0.385186182
997	0.3849907863
998	0.3848518752
999	0.3846518868
