iter	Passed	Remaining
623	4306	2594
624	4313	2587
625	4322	2582
626	4328	2575
627	4339	2570
628	4345	2563
629	4352	2556
630	4362	2551
631	4371	2545
632	4378	2538
633	4385	2531
634	4392	2524
635	4398	2517
636	4404	2510
637	4412	2503
638	4418	2496
639	4425	2489
640	4432	2482
641	4438	2475
642	4446	2468
643	4452	2461
644	4459	2454
645	4465	2446
646	4471	2439
647	4477	2432
648	4483	2424
649	4489	2417
650	4496	2410
651	4502	2403
652	4509	2396
653	4515	2388
654	4521	2381
655	4528	2374
656	4534	2367
657	4541	2360
658	4548	2353
659	4555	2346
660	4562	2339
661	4569	2333
662	4576	2326
663	4582	2319
664	4589	2312
665	4595	2304
666	4601	2297
667	4608	2290
668	4613	2282
669	4620	2275
670	4627	2268
671	4633	2261
672	4638	2253
673	4644	2246
674	4650	2239
675	4657	2232
676	4664	2225
677	4672	2218
678	4678	2211
679	4685	2205
680	4691	2197
681	4697	2190
682	4704	2183
683	4710	2176
684	4717	2169
685	4723	2161
686	4730	2155
687	4736	2147
688	4742	2140
689	4749	2133
690	4754	2126
691	4760	2119
692	4767	2111
693	4773	2104
694	4779	2097
695	4785	2090
696	4792	2083
697	4797	2075
698	4804	2068
699	4810	2061
700	4816	2054
701	4824	2048
702	4830	2040
703	4837	2034
704	4844	2027
705	4851	2020
706	4859	2013
707	4865	2006
708	4872	2000
709	4879	1992
710	4886	1986
711	4893	1979
712	4899	1972
713	4906	1965
714	4913	1958
715	4919	1951
716	4926	1944
717	4932	1937
718	4938	1930
719	4945	1923
720	4951	1916
721	4957	1908
722	4964	1901
723	4969	1894
724	4976	1887
725	4983	1880
726	4990	1874
727	4997	1867
728	5004	1860
729	5010	1853
730	5017	1846
731	5023	1839
732	5030	1832
733	5037	1825
734	5043	1818
735	5049	1811
736	5055	1804
737	5061	1796
738	5067	1789
739	5073	1782
740	5080	1775
741	5086	1768
742	5092	1761
743	5098	1754
744	5104	1747
745	5111	1740
746	5118	1733
747	5124	1726
748	5131	1719
749	5137	1712
750	5144	1705
751	5150	1698
752	5157	1691
753	5163	1684
754	5170	1677
755	5176	1670
756	5182	1663
757	5189	1656
758	5195	1649
759	5200	1642
760	5207	1635
761	5213	1628
762	5219	1621
763	5225	1614
764	5231	1607
765	5238	1600
