iter	Logloss
298	0.375555678
299	0.3752336293
300	0.3750832229
301	0.3744764294
302	0.3741203967
303	0.3735885703
304	0.3732899793
305	0.3731692599
306	0.3727381244
307	0.3723723878
308	0.3721197034
309	0.3717061955
310	0.3712944922
311	0.3711249131
312	0.3707435478
313	0.370486784
314	0.3699043094
315	0.3692039533
316	0.3687965643
317	0.3685134498
318	0.3677291687
319	0.3673186719
320	0.3669456589
321	0.3666245693
322	0.3661156536
323	0.3654846214
324	0.3652895207
325	0.3648536305
326	0.364425796
327	0.3642984399
328	0.3639850891
329	0.3635228766
330	0.3631484358
331	0.3625514724
332	0.362381205
333	0.3617986575
334	0.3614779638
335	0.3611918823
336	0.3606896425
337	0.3602871144
338	0.3598518965
339	0.3592649347
340	0.3588528851
341	0.3585524137
342	0.3582577276
343	0.3581225746
344	0.3577806204
345	0.3573719536
346	0.3571021879
347	0.3568435987
348	0.3566580072
349	0.3562654251
350	0.3558783598
351	0.3553775663
352	0.3547808844
353	0.3543538911
354	0.3538011204
355	0.3531745037
356	0.3527338786
357	0.3522249077
358	0.3515376369
359	0.3512767905
360	0.3505704258
361	0.3504415088
362	0.350017836
363	0.3495547831
364	0.3491497375
365	0.3489997687
366	0.3481984036
367	0.3476493574
368	0.3470622644
369	0.3466393035
370	0.346449978
371	0.3460942734
372	0.3458376604
373	0.3454876904
374	0.3451408907
375	0.3448112881
376	0.3446640515
377	0.3440001823
378	0.3429530821
379	0.3426773217
380	0.3422463891
381	0.3418361341
382	0.3413268881
383	0.3408974417
384	0.3407425408
385	0.3401774662
386	0.3397439886
387	0.3392172484
388	0.3389708612
389	0.3382350835
390	0.3377709476
391	0.3373279868
392	0.3370052064
393	0.3366203381
394	0.336322005
395	0.3360726479
396	0.3356825398
397	0.3353182899
398	0.3347470933
399	0.3342671311
400	0.3338521629
401	0.3332475062
402	0.3329275163
403	0.3326972576
404	0.3325596216
405	0.3322913302
406	0.3319847412
407	0.3315959073
408	0.3314618047
409	0.330964102
410	0.330671541
411	0.3300911249
412	0.3296432979
413	0.3294739354
414	0.3293561591
415	0.3290550695
416	0.3287522033
417	0.3286231771
418	0.328447519
419	0.3280012906
420	0.3277149154
421	0.3275487793
422	0.3271771328
423	0.3266812529
424	0.3262155181
425	0.3257467028
426	0.32557037
427	0.3253208854
428	0.3246784494
429	0.3243057502
430	0.323978417
431	0.3234106565
432	0.3232356531
433	0.3229184655
434	0.3224558969
435	0.3221218473
436	0.3216858506
437	0.3213070073
438	0.3208003969
439	0.3204179196
440	0.3200640113
441	0.3199260448
442	0.3196533207
443	0.319387637
444	0.3188426055
445	0.3186223231
446	0.318454029
447	0.3179682408
448	0.3177314036
449	0.3174097234
450	0.317215849
451	0.3167475991
452	0.3165765205
453	0.3162460669
454	0.3157996153
455	0.3154528527
456	0.3151334645
457	0.3148123918
458	0.3145492869
459	0.3142257529
460	0.3137785687
461	0.313397425
462	0.3130524428
463	0.3126418215
464	0.3121708613
465	0.3117811085
466	0.3115859582
467	0.3113772906
468	0.3111024655
469	0.3107866826
470	0.3105992437
471	0.3103048971
472	0.3100103026
473	0.3096250873
474	0.3091888578
475	0.3089121699
476	0.3088000174
477	0.3081224756
478	0.3079376792
479	0.3073577855
480	0.3069198331
481	0.306470903
482	0.3060813095
483	0.3059563343
484	0.3057439583
485	0.3053686175
486	0.3049863422
487	0.3045834441
488	0.3041580169
489	0.3037463115
490	0.3034544422
491	0.3033539011
492	0.3030246249
493	0.3029264351
494	0.3028516925
495	0.3025799943
496	0.3020349763
497	0.3018571779
498	0.3015833335
499	0.3013917314
500	0.3009079598
501	0.3006958814
502	0.3005410357
503	0.3000273488
504	0.299664651
505	0.2992843488
506	0.2989251158
507	0.2986102008
508	0.2985094381
509	0.2982602361
510	0.2979825776
511	0.2978035282
512	0.2977073715
513	0.2976266085
514	0.297302208
515	0.2969611091
516	0.2967517044
517	0.2962377252
518	0.2956644018
519	0.2954244224
520	0.2950374563
521	0.2948469452
522	0.2945093685
523	0.2940950396
524	0.2939175157
525	0.2935006082
526	0.2934067649
527	0.2931040284
528	0.2927022039
529	0.2925068326
530	0.2921846169
531	0.2916611404
532	0.2915808949
533	0.2911572646
534	0.290878067
535	0.2905400422
536	0.2901617311
537	0.2899628466
538	0.2895769607
539	0.2893754699
540	0.2890664155
541	0.2889548584
542	0.2884736447
543	0.287991281
544	0.287657596
545	0.2873322697
546	0.286899826
547	0.2865660991
548	0.2862791479
549	0.2861808538
550	0.285983871
551	0.2856413261
552	0.2855254364
553	0.285181958
554	0.2847906552
555	0.2844503922
556	0.2840763418
557	0.2836440157
558	0.2835474019
559	0.2833900184
560	0.2833228128
561	0.283095688
562	0.2828544943
563	0.2826509588
564	0.2825494987
565	0.2820457682
566	0.2817293813
567	0.2813769032
568	0.2810379932
569	0.2809306858
570	0.2806658351
571	0.2804009894
572	0.2801230555
573	0.2796292485
574	0.2793500162
575	0.2789535135
576	0.2788418494
577	0.2786992314
578	0.2785165169
579	0.2782550473
580	0.2781521052
581	0.2778455344
582	0.277505272
583	0.277283149
584	0.2770623286
585	0.2767872374
586	0.2762493907
587	0.2758794874
588	0.2756931683
589	0.2755104761
590	0.2750382751
591	0.274826819
592	0.2742724051
593	0.2739219775
594	0.2736792605
595	0.2735333519
596	0.2732498387
597	0.2729496791
598	0.2725794832
599	0.2723954506
600	0.2719487736
601	0.2715604719
602	0.271325517
603	0.2709877841
604	0.2708177391
605	0.2707213877
606	0.2703448274
607	0.2700632699
608	0.2699567342
609	0.2695718282
610	0.269445574
611	0.2691391302
612	0.2690501573
613	0.2689713745
614	0.2685821447
615	0.2683050296
616	0.267955089
617	0.2676945575
618	0.2674306864
619	0.2672094009
620	0.2667451565
621	0.2663833141
622	0.2662159769
623	0.2660295589
624	0.2657033636
625	0.2655144551
626	0.2653549451
627	0.2652569929
628	0.2649381836
629	0.264754351
630	0.2644458922
631	0.2642977377
632	0.2640896334
633	0.2638856008
634	0.2634376314
635	0.2631597472
636	0.2631440162
637	0.2630308998
638	0.2627054462
639	0.2623466596
640	0.2620365882
641	0.2619335137
642	0.2616246143
643	0.2613824098
644	0.2610023567
645	0.260951001
646	0.2607483665
647	0.2605312762
648	0.2604692073
649	0.260185188
650	0.259762912
651	0.2595934098
652	0.2591910211
653	0.2590848443
654	0.258981046
655	0.2585673228
656	0.2583294112
657	0.2578787873
658	0.257561224
659	0.2572490241
660	0.2571448682
661	0.2568652639
662	0.2566741766
663	0.2563462079
664	0.2562399738
665	0.2561124358
666	0.2560790036
667	0.2558520241
668	0.2557436732
669	0.2555213962
670	0.2554321809
671	0.2552662124
672	0.2549233192
673	0.2547892668
674	0.2545934249
675	0.2543689079
676	0.2540503063
677	0.2537654072
678	0.2535254293
679	0.2533660343
680	0.2531837715
681	0.2530618981
682	0.2529260787
683	0.2527075087
684	0.2525495257
685	0.2523409862
686	0.2520692361
687	0.2519155935
688	0.251809266
689	0.2516620937
690	0.2513570503
691	0.2510539182
692	0.2508877217
693	0.2505491609
694	0.2503735428
695	0.2500038918
696	0.2497046659
697	0.2496150823
698	0.2493335204
699	0.2492786799
700	0.2491583643
701	0.2487764688
702	0.2486935507
703	0.2484547981
704	0.2483130072
705	0.2480283674
706	0.2479065846
707	0.2477593662
708	0.2477094767
709	0.2475769846
710	0.2471985229
711	0.2469518243
712	0.2467200533
713	0.2465280803
714	0.2464484297
715	0.2461577267
716	0.2459837579
717	0.2457506181
718	0.245668773
719	0.2452563119
720	0.2451952475
721	0.245067082
722	0.2448058325
723	0.2447761691
724	0.2446521447
725	0.2442603031
726	0.2440674202
727	0.2438506424
728	0.243837255
729	0.2436043692
730	0.2434435779
731	0.2431709483
732	0.2430804924
733	0.2428971491
734	0.2428010487
735	0.2427600353
736	0.2424996322
737	0.2422619614
738	0.2420346675
739	0.2418738134
740	0.2417080383
741	0.2416247096
742	0.2413209002
743	0.2411338706
744	0.2409568121
745	0.240562986
746	0.2402623395
747	0.2399142997
748	0.2395001303
749	0.2394218201
750	0.2392113136
751	0.2391001685
752	0.2388472245
753	0.2386580871
754	0.2385285279
755	0.2383048206
756	0.2379341948
757	0.2377308973
758	0.2374210577
759	0.2371982057
760	0.2369017436
761	0.236804555
762	0.236500806
763	0.2364243212
764	0.2363069329
765	0.2361400722
766	0.2357190896
767	0.235401026
768	0.2349541735
769	0.2346058066
770	0.2342983902
771	0.2341964276
772	0.2340144789
773	0.2338173947
774	0.2335376063
775	0.2333042934
776	0.2332192469
777	0.2328745394
778	0.2328071684
779	0.2325609013
780	0.2323001721
781	0.2321632448
782	0.23201906
783	0.2318125806
784	0.2316944969
785	0.2314175279
786	0.2312481232
787	0.2309900538
788	0.230893793
789	0.2307832923
790	0.2306481099
791	0.2304860644
792	0.2302252181
793	0.2300246543
794	0.229989738
795	0.2298864174
796	0.2295693406
797	0.2294628621
798	0.2288769263
799	0.2285566495
800	0.2283572744
801	0.2282281583
802	0.2279304611
803	0.2277130118
804	0.2275700629
805	0.2273177985
806	0.2271610473
807	0.2268976876
808	0.2267898716
809	0.2265629367
810	0.2262930495
811	0.2261411825
812	0.2260022895
813	0.2256966613
814	0.2255311865
815	0.2253248129
816	0.2252816938
817	0.2250726529
818	0.2249346006
819	0.2248079185
820	0.2245869809
821	0.2245072711
822	0.224289843
823	0.2240713122
824	0.2240144548
825	0.2237476073
826	0.2235708098
827	0.2234607036
828	0.2234020236
829	0.2232901418
830	0.223034806
831	0.2227625498
832	0.2226238926
833	0.2224316623
834	0.2223670899
835	0.2222707772
836	0.2221947411
837	0.2220802614
838	0.2220388916
839	0.2219704092
840	0.2217766965
841	0.2214816075
842	0.2213456325
843	0.2210861945
844	0.2208442293
845	0.2208064815
846	0.2205457795
847	0.2204162038
848	0.2201149151
849	0.2199785645
850	0.2197286656
851	0.2195921324
852	0.219427457
853	0.2192978191
854	0.2191265784
855	0.2188365256
856	0.218635885
857	0.2185489712
858	0.2185102623
859	0.2184319108
860	0.218220291
861	0.2181049663
862	0.2179671641
863	0.2177577035
864	0.2175307104
865	0.2174349043
866	0.2173181592
867	0.2170993975
868	0.2170511855
869	0.2169594277
870	0.2168432034
871	0.2166801446
872	0.2166428392
873	0.2165894852
874	0.216353367
875	0.2160526856
876	0.2159265602
877	0.2157257724
878	0.2155365381
879	0.2153982823
880	0.2153005875
881	0.2151276113
882	0.2149190547
883	0.2148295843
884	0.2147176019
885	0.2143708738
886	0.2143064598
887	0.2139763499
888	0.2137283405
889	0.2136823528
890	0.2133494435
891	0.2131793742
892	0.2130196498
893	0.2128733069
894	0.2127268108
895	0.2124249969
896	0.2122333494
897	0.2120476737
898	0.2118946495
899	0.2117720783
900	0.2116843797
901	0.2114514136
902	0.2114107626
903	0.211302535
904	0.2111283426
905	0.2109358344
906	0.2106906701
907	0.210620649
908	0.210513836
909	0.2103595254
910	0.2101889115
911	0.2101591782
912	0.2099708089
913	0.2098236913
914	0.2098085533
915	0.2096897977
916	0.2096173789
917	0.2095648514
918	0.2093597768
919	0.2092244459
920	0.2090498565
921	0.2087497172
922	0.208591634
923	0.2085158115
924	0.2082977173
925	0.2081623621
926	0.2080193127
927	0.2078979896
928	0.2077199738
929	0.2075616679
930	0.2073355992
931	0.2072494869
932	0.2069583768
933	0.2066683914
934	0.2065538239
935	0.2063395815
936	0.2063065602
937	0.2060799488
938	0.2059620846
939	0.20572404
940	0.2056381516
941	0.2055332943
942	0.2053083637
943	0.2052145358
944	0.2051098134
945	0.2049380442
946	0.2048805372
947	0.2047325793
948	0.2044795714
949	0.2040991961
950	0.2038767102
951	0.2036463385
952	0.2034988143
953	0.2033948185
954	0.2031965634
955	0.2029155829
956	0.2026707501
957	0.2023879978
958	0.2021462951
959	0.2019885971
960	0.2018785143
961	0.2016610347
962	0.2014518309
963	0.2012205905
964	0.2011557766
965	0.2009596013
966	0.2009309938
967	0.2007589208
968	0.2005434709
969	0.2003329016
970	0.2001681345
971	0.1999626317
972	0.1997603125
973	0.1995672438
974	0.1994195822
975	0.1992933511
976	0.1990016898
977	0.198821222
978	0.1986613216
979	0.1984427601
980	0.1983334087
981	0.1982029111
982	0.1980751257
983	0.1979690363
984	0.1979396787
985	0.1977327499
986	0.1976330667
987	0.1975008801
988	0.1974354238
989	0.1972164904
990	0.1971050824
991	0.196841099
992	0.1967239977
993	0.1966168587
994	0.1964567518
995	0.1963084998
996	0.1961829059
997	0.1959787819
998	0.1957731129
999	0.1956600549
