iter	Passed	Remaining
960	7097	288
961	7104	280
962	7112	273
963	7120	265
964	7126	258
965	7132	251
966	7138	243
967	7144	236
968	7151	228
969	7157	221
970	7167	214
971	7174	206
972	7181	199
973	7187	191
974	7194	184
975	7201	177
976	7208	169
977	7216	162
978	7223	154
979	7230	147
980	7240	140
981	7255	132
982	7265	125
983	7274	118
984	7281	110
985	7289	103
986	7296	96
987	7305	88
988	7312	81
989	7320	73
990	7327	66
991	7341	59
992	7347	51
993	7357	44
994	7363	37
995	7370	29
996	7376	22
997	7384	14
998	7390	7
999	7398	0
