iter	Passed	Remaining
817	4932	1097
818	4938	1091
819	4942	1084
820	4945	1078
821	4949	1071
822	4954	1065
823	4958	1059
824	4962	1052
825	4968	1046
826	4971	1040
827	4975	1033
828	4982	1027
829	4987	1021
830	4991	1015
831	4999	1009
832	5004	1003
833	5013	997
834	5017	991
835	5023	985
836	5030	979
837	5034	973
838	5037	966
839	5042	960
840	5046	954
841	5050	947
842	5055	941
843	5060	935
844	5063	928
845	5067	922
846	5072	916
847	5076	909
848	5080	903
849	5084	897
850	5088	890
851	5094	884
852	5105	879
853	5108	873
854	5112	867
855	5116	860
856	5121	854
857	5124	848
858	5128	841
859	5133	835
860	5137	829
861	5141	823
862	5150	817
863	5154	811
864	5164	805
865	5167	799
866	5171	793
867	5176	787
868	5180	780
869	5184	774
870	5188	768
871	5192	762
872	5196	755
873	5199	749
874	5203	743
875	5207	737
876	5211	730
877	5214	724
878	5221	718
879	5224	712
880	5227	706
881	5232	700
882	5236	693
883	5239	687
884	5243	681
885	5250	675
886	5253	669
887	5257	663
888	5261	656
889	5265	650
890	5271	644
891	5278	639
892	5283	633
893	5287	626
894	5292	620
895	5295	614
896	5299	608
897	5310	603
898	5319	597
899	5323	591
900	5326	585
901	5335	579
902	5338	573
903	5342	567
904	5349	561
905	5353	555
906	5360	549
907	5364	543
908	5368	537
909	5387	532
910	5395	527
911	5398	520
912	5402	514
913	5405	508
914	5409	502
915	5412	496
916	5416	490
917	5420	484
918	5424	478
919	5427	471
920	5431	465
921	5434	459
922	5438	453
923	5442	447
924	5445	441
925	5449	435
926	5452	429
927	5456	423
928	5460	417
929	5464	411
930	5467	405
931	5471	399
932	5474	393
933	5477	387
934	5481	381
935	5485	375
936	5488	369
937	5492	363
938	5498	357
939	5503	351
940	5510	345
941	5514	339
942	5518	333
943	5525	327
944	5531	321
945	5535	315
946	5543	310
947	5546	304
948	5549	298
949	5553	292
950	5558	286
951	5573	281
952	5577	275
953	5581	269
954	5585	263
955	5589	257
956	5592	251
957	5597	245
958	5601	239
959	5605	233
960	5611	227
961	5615	221
962	5619	215
963	5623	210
964	5629	204
965	5633	198
966	5638	192
967	5643	186
968	5647	180
969	5651	174
970	5657	168
971	5660	163
972	5666	157
973	5671	151
974	5675	145
975	5679	139
976	5683	133
977	5687	127
978	5691	122
979	5695	116
980	5699	110
981	5703	104
982	5707	98
983	5714	92
984	5718	87
985	5721	81
986	5727	75
987	5733	69
988	5738	63
989	5743	58
990	5752	52
991	5758	46
992	5762	40
993	5766	34
994	5770	28
995	5775	23
996	5778	17
997	5783	11
998	5788	5
999	5792	0
